Ano de eleição;Cor / Raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Identidade de gênero;Intérprete de libras;Município;Nome social;País;Quilombola;Região;Turno;UF;Quantidade de eleitores deficientes abstenção;Quantidade de eleitores comparecimento TTE;Quantidade de eleitores abstenção TTE;Quantidade de eleitores abstenção obrigatório;Quantidade de eleitores facultativos;Quantidade de eleitores obrigatórios;Quantidade de eleitores comparecimento facultativo;Quantidade de eleitores comparecimento obrigatório;Quantidade de eleitores deficientes facultativo;Quantidade de eleitores deficientes obrigatório;Quantidade de eleitores deficientes comparecimento;Quantidade de eleitores deficientes abstenção facultativo;Quantidade de eleitores deficientes abstenção obrigatório;Quantidade de eleitores nome social;Quantidade de eleitores aptos;Quantidade de eleitores comparecimento;Quantidade de eleitores abstenção;Data de carga
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Sim;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;12;0;82;0;70;0;3;3;0;0;0;82;70;12;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;7;0;5;0;0;0;0;0;0;7;5;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;9;0;6;0;0;0;0;0;0;9;6;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;35;0;119;0;84;0;2;2;0;0;0;119;84;35;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;6;0;3;0;0;0;0;0;0;6;3;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;23;0;48;0;25;0;0;0;0;0;0;48;25;23;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;6;0;3;0;1;1;0;0;0;6;3;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Sim;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;2;0;0;0;0;0;0;0;2;2;0;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;11;0;50;0;39;0;0;0;0;0;0;50;39;11;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;1;16;0;24;0;8;0;0;0;0;0;0;24;8;16;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;11;0;16;0;5;0;0;0;0;0;0;16;5;11;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;48;0;120;0;72;0;1;1;0;0;0;120;72;48;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;4;0;8;0;4;0;0;0;0;0;0;8;4;4;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;49;0;90;0;41;0;1;1;0;0;0;90;41;49;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;4;0;6;0;2;0;0;0;0;0;0;6;2;4;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;7;0;43;0;36;0;3;3;0;0;0;43;36;7;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;2;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;11;0;27;0;16;0;0;0;0;0;0;27;16;11;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;16;0;27;0;11;0;0;0;0;0;0;27;11;16;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;5;0;2;0;0;0;0;0;0;5;2;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;96;0;239;0;143;0;3;3;0;0;0;239;143;96;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;9;0;6;0;0;0;0;0;0;9;6;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;45;0;90;0;45;0;2;2;0;0;0;90;45;45;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;7;0;11;0;4;0;0;0;0;0;0;11;4;7;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Sim;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;18;0;15;0;0;0;0;0;0;18;15;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;40;0;132;0;92;0;1;1;0;0;0;132;92;40;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;4;0;4;0;0;0;0;0;0;4;4;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;1;0;0;0;2;0;0;0;1;0;0;1;0;0;2;0;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;2;0;17;0;33;0;16;0;1;1;0;0;0;33;16;17;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;2;0;33;0;45;0;12;0;0;0;0;0;0;45;12;33;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;2;1;97;0;223;0;126;0;3;3;0;0;0;223;126;97;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;4;0;10;0;6;0;0;0;0;0;0;10;6;4;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;81;0;144;0;63;0;1;1;0;0;0;144;63;81;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;2;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;5;0;3;0;0;0;0;0;0;5;3;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;Transgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;3;0;11;0;8;0;0;0;0;0;0;11;8;3;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;16;0;78;0;62;0;0;0;0;0;0;78;62;16;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Sim;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;8;0;22;0;14;0;0;0;0;0;0;22;14;8;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;1;0;0;19;0;39;0;20;0;3;2;0;1;0;39;20;19;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;52;0;156;0;104;0;1;1;0;0;0;156;104;52;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;1;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;3;0;2;0;0;0;0;0;0;3;2;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;2;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;1;0;0;21;0;60;0;39;0;1;0;0;1;0;60;39;21;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;5;0;3;0;0;0;0;0;0;5;3;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;21;0;86;0;65;0;0;0;0;0;0;86;65;21;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;2;0;7;0;5;0;0;0;0;0;0;7;5;2;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;Transgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;25;0;81;0;56;0;0;0;0;0;0;81;56;25;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;1;0;5;0;4;0;0;0;0;0;0;5;4;1;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;1;0;21;0;36;0;15;0;0;0;0;0;0;36;15;21;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;SIM;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2025-04-29 16:22:43
2024;Branca;SOLTEIRO;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Não;Brasil;NÃO;SUL;1;SC;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;3;0;2025-04-29 16:22:43
