sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_tot_turno;cd_cargo;sg_ue;sq_candidato;sq_eleicao_divulga;nm_regiao;qt_votos_nom_validos
SC;ITAJAÍ;Vereador;45190;ELMO SAUL ALVES JUNIOR;PSDB;PSDB;1;Suplente;13;81612;240001111321;2030402020;SUL;68
SC;ITAJAÍ;Vereador;12777;JULIO DA SILVA;PDT;PDT;1;Suplente;13;81612;240000977691;2030402020;SUL;739
SC;ITAJAÍ;Vereador;12333;JUSCELINO DE ALMEIDA;PDT;PDT;1;Suplente;13;81612;240000977685;2030402020;SUL;136
SC;ITAJAÍ;Vereador;12111;EDUARDO ILTO GOMES;PDT;PDT;1;Suplente;13;81612;240000977701;2030402020;SUL;619
SC;ITAJAÍ;Vereador;25046;MARCELO DA ROSA;DEM;DEM;1;Suplente;13;81612;240000755936;2030402020;SUL;68
SC;ITAJAÍ;Vereador;40888;FELIPE IRINEU NUNES;PSB;PSB;1;Suplente;13;81612;240000979368;2030402020;SUL;160
SC;ITAJAÍ;Vereador;23323;VERA LUCIA DA SILVA;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117932;2030402020;SUL;14
SC;ITAJAÍ;Vereador;23100;SARA JACQUELINE TEIXEIRA NICACIO;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117930;2030402020;SUL;133
SC;ITAJAÍ;Vereador;17617;CÍCERO CLAUDENOR FERREIRA RODRIGUES;PSL;PSL;1;Suplente;13;81612;240001119365;2030402020;SUL;90
SC;ITAJAÍ;Vereador;15070;ALINE PATRÍCIA SILVEIRA DE FREITAS;MDB;MDB;1;Suplente;13;81612;240000755747;2030402020;SUL;79
SC;ITAJAÍ;Vereador;20888;CARLOS DE PAULA SEARA SOBRINHO;PSC;PSC;1;Suplente;13;81612;240000755733;2030402020;SUL;191
SC;ITAJAÍ;Vereador;20234;MARCIA CABRAL;PSC;PSC;1;Suplente;13;81612;240000755720;2030402020;SUL;132
SC;ITAJAÍ;Vereador;20122;JORNEI MIGUEL JARDIM;PSC;PSC;1;Suplente;13;81612;240000755710;2030402020;SUL;84
SC;ITAJAÍ;Vereador;20220;CLAUDINEI CEZAR LAGO;PSC;PSC;1;Suplente;13;81612;240000755734;2030402020;SUL;134
SC;ITAJAÍ;Vereador;20345;SURAIA SEHN PEREIRA;PSC;PSC;1;Suplente;13;81612;240000755722;2030402020;SUL;538
SC;ITAJAÍ;Vereador;25444;JADER FLAVIO DA SILVA SOUSA;DEM;DEM;1;Suplente;13;81612;240000755917;2030402020;SUL;140
SC;ITAJAÍ;Vereador;12500;LUIZ SERGIO MOSER;PDT;PDT;1;Suplente;13;81612;240000977689;2030402020;SUL;470
SC;ITAJAÍ;Vereador;22777;SERGIO MURILO PEREIRA;PL;PL;1;Suplente;13;81612;240000672429;2030402020;SUL;745
SC;ITAJAÍ;Vereador;22000;OSMAR PAUSCO RAYMUNDO JÚNIOR;PL;PL;1;Suplente;13;81612;240000672433;2030402020;SUL;571
SC;ITAJAÍ;Vereador;20120;MARCELO WERNER;PSC;PSC;1;Eleito por média;13;81612;240000755724;2030402020;SUL;1032
SC;ITAJAÍ;Vereador;12999;ROBSON FERNANDO NEVES DIAS;PDT;PDT;1;Suplente;13;81612;240000977703;2030402020;SUL;51
SC;ITAJAÍ;Vereador;40333;DILNEY TADEU MULLER;PSB;PSB;1;Suplente;13;81612;240000979374;2030402020;SUL;417
SC;ITAJAÍ;Vereador;23300;MARCOS ANTÔNIO DEGREGORIO PEDRO;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117919;2030402020;SUL;22
SC;ITAJAÍ;Vereador;15151;OSNILDO DOS SANTOS;MDB;MDB;1;Suplente;13;81612;240000755745;2030402020;SUL;122
SC;ITAJAÍ;Vereador;15000;CLAYTON LUIS BATSCHAUER;MDB;MDB;1;Suplente;13;81612;240000755748;2030402020;SUL;643
SC;ITAJAÍ;Vereador;15100;LAUDELINO LAMIM;MDB;MDB;1;Suplente;13;81612;240000755739;2030402020;SUL;965
SC;ITAJAÍ;Vereador;17555;ANTONIO CELIO ELIAS;PSL;PSL;1;Suplente;13;81612;240001119363;2030402020;SUL;395
SC;ITAJAÍ;Vereador;17456;SERGIO GARCIA RAIO;PSL;PSL;1;Suplente;13;81612;240001119378;2030402020;SUL;145
SC;ITAJAÍ;Vereador;20123;MARCELO LUCIANO ALVES;PSC;PSC;1;Suplente;13;81612;240000755729;2030402020;SUL;442
SC;ITAJAÍ;Vereador;20020;DOUGLAS NASCIMENTO DE JESUS;PSC;PSC;1;Suplente;13;81612;240000755723;2030402020;SUL;258
SC;ITAJAÍ;Vereador;20007;DIEGO APARECIDO AMANCIO;PSC;PSC;1;Suplente;13;81612;240000755714;2030402020;SUL;698
SC;ITAJAÍ;Vereador;11045;ELISABETE LAURINDO DE SOUZA;PP;PP;1;Suplente;13;81612;240000811875;2030402020;SUL;271
SC;ITAJAÍ;Vereador;14121;CARMEN GLÓRIA RODRIGUES COELHO;PTB;PTB;1;Não eleito;13;81612;240000811690;2030402020;SUL;43
SC;ITAJAÍ;Vereador;10010;ADALBERTO DUARTE;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675274;2030402020;SUL;124
SC;ITAJAÍ;Vereador;51322;DENILDA DE MELO SILVA ALVES;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121533;2030402020;SUL;17
SC;ITAJAÍ;Vereador;77190;ALEXSANDRO MAIA COHEN;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812052;2030402020;SUL;28
SC;ITAJAÍ;Vereador;77888;FABIO ALEXANDRE DA SILVA TONIAZZO;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812054;2030402020;SUL;243
SC;ITAJAÍ;Vereador;77867;CRISTIANO KLAUS FISCHER;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812053;2030402020;SUL;863
SC;ITAJAÍ;Vereador;19987;CAROLINE GONCALVES DOS SANTOS;PODE;PODE;1;Suplente;13;81612;240001111346;2030402020;SUL;19
SC;ITAJAÍ;Vereador;45144;SUELLEN MARIA MARTINS FERREIRA;PSDB;PSDB;1;Suplente;13;81612;240001111327;2030402020;SUL;69
SC;ITAJAÍ;Vereador;45311;HERNANDO LEANDRO DA SILVA;PSDB;PSDB;1;Suplente;13;81612;240001111310;2030402020;SUL;300
SC;ITAJAÍ;Vereador;45555;CLÁUDIO ROBERTO SCHAEFER;PSDB;PSDB;1;Suplente;13;81612;240001111331;2030402020;SUL;599
SC;ITAJAÍ;Vereador;45111;CRISTINA DE FREITAS RODRIGUES;PSDB;PSDB;1;Suplente;13;81612;240001111332;2030402020;SUL;105
SC;ITAJAÍ;Vereador;12150;ROSANE SALETE LOPES;PDT;PDT;1;Suplente;13;81612;240000977687;2030402020;SUL;197
SC;ITAJAÍ;Vereador;12212;RAFAEL ORTHMANN;PDT;PDT;1;Suplente;13;81612;240000977695;2030402020;SUL;634
SC;ITAJAÍ;Vereador;25020;WILSON ANTUNES DE LIMA;DEM;DEM;1;Suplente;13;81612;240000755938;2030402020;SUL;557
SC;ITAJAÍ;Vereador;22223;SAMUEL DE OLIVEIRA;PL;PL;1;Suplente;13;81612;240000672423;2030402020;SUL;92
SC;ITAJAÍ;Vereador;19019;GABRIEL GONCALVES ZANON;PODE;PODE;1;Suplente;13;81612;240001111339;2030402020;SUL;1117
SC;ITAJAÍ;Vereador;20222;CHRISTIANE STUART;PSC;PSC;1;Eleito por QP;13;81612;240000755712;2030402020;SUL;1447
SC;ITAJAÍ;Vereador;23023;MÁRIO CESAR DE MELO;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117931;2030402020;SUL;77
SC;ITAJAÍ;Vereador;23000;TAICIL CESAR DA LUZ;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117926;2030402020;SUL;184
SC;ITAJAÍ;Vereador;23003;MATEUS ROSA;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117925;2030402020;SUL;57
SC;ITAJAÍ;Vereador;23223;FELIPPE DONNAGGIO JAQUES PAVAN;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117921;2030402020;SUL;10
SC;ITAJAÍ;Vereador;23237;ARIELI FLECK POLEZA;CIDADANIA;CIDADANIA;1;Não eleito;13;81612;240001117933;2030402020;SUL;37
SC;ITAJAÍ;Vereador;10712;ELIANE VIEIRA DA SILVEIRA;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675275;2030402020;SUL;90
SC;ITAJAÍ;Vereador;15678;CARLOS ALEXANDRE RAIMUNDO;MDB;MDB;1;Suplente;13;81612;240000755754;2030402020;SUL;603
SC;ITAJAÍ;Vereador;40299;EDER NUNES TEIXEIRA;PSB;PSB;1;Suplente;13;81612;240000979364;2030402020;SUL;31
SC;ITAJAÍ;Vereador;40025;VANTOS MARTINS DOS SANTOS;PSB;PSB;1;Suplente;13;81612;240000979380;2030402020;SUL;391
SC;ITAJAÍ;Vereador;10192;VICTOR RIBEIRO DO NASCIMENTO;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675278;2030402020;SUL;361
SC;ITAJAÍ;Vereador;70124;LUCIANO MAÇANEIRO;AVANTE;AVANTE;1;Não eleito;13;81612;240001261238;2030402020;SUL;70
SC;ITAJAÍ;Vereador;70777;ADIR BARBOSA;AVANTE;AVANTE;1;Não eleito;13;81612;240001261236;2030402020;SUL;190
SC;ITAJAÍ;Vereador;14123;DANIEL MARCOS MELO;PTB;PTB;1;Não eleito;13;81612;240001261522;2030402020;SUL;56
SC;ITAJAÍ;Vereador;51151;JONATHAN HENRIQUE LAMIM;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121525;2030402020;SUL;179
SC;ITAJAÍ;Vereador;45010;DANIELA SARCINELLI OCCHIALINI;PSDB;PSDB;1;Suplente;13;81612;240001111333;2030402020;SUL;300
SC;ITAJAÍ;Vereador;11222;MARIA VALDETE ORCI DE CAMPOS;PP;PP;1;Suplente;13;81612;240000811876;2030402020;SUL;105
SC;ITAJAÍ;Vereador;40144;ESTELA MARIS AMADO;PSB;PSB;1;Suplente;13;81612;240000979381;2030402020;SUL;76
SC;ITAJAÍ;Vereador;19100;JORDAN DOS SANTOS;PODE;PODE;1;Suplente;13;81612;240001111345;2030402020;SUL;128
SC;ITAJAÍ;Vereador;19000;RUBENS ANGIOLETTI;PODE;PODE;1;Eleito por QP;13;81612;240001111354;2030402020;SUL;4186
SC;ITAJAÍ;Vereador;10778;SUSANA DE SOUSA CUNHA;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675277;2030402020;SUL;8
SC;ITAJAÍ;Vereador;10122;SEBASTIÃO DE SOUZA;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675263;2030402020;SUL;67
SC;ITAJAÍ;Vereador;13100;FERNANDO RIBEIRO VENÇÃO;PT;PT;1;Não eleito;13;81612;240001237997;2030402020;SUL;15
SC;ITAJAÍ;Vereador;15115;LUCIANO DE SOUZA;MDB;MDB;1;Suplente;13;81612;240000755738;2030402020;SUL;343
SC;ITAJAÍ;Vereador;15040;NILSON JOSÉ DE BORBA;MDB;MDB;1;Suplente;13;81612;240000755737;2030402020;SUL;242
SC;ITAJAÍ;Vereador;17917;TANIA MARIA DA SILVA;PSL;PSL;1;Suplente;13;81612;240001119379;2030402020;SUL;28
SC;ITAJAÍ;Vereador;17111;FABIANO DA SILVA;PSL;PSL;1;Suplente;13;81612;240001119387;2030402020;SUL;215
SC;ITAJAÍ;Vereador;11017;JUAREZ ESPINDOLA PEREIRA;PP;PP;1;Suplente;13;81612;240000811884;2030402020;SUL;21
SC;ITAJAÍ;Vereador;12001;ALCIONIR DE SOUZA;PDT;PDT;1;Suplente;13;81612;240000977705;2030402020;SUL;62
SC;ITAJAÍ;Vereador;12100;RAPHAEL WILLIANS ROSENGARTEN FONSECA;PDT;PDT;1;Suplente;13;81612;240000977706;2030402020;SUL;504
SC;ITAJAÍ;Vereador;12412;JOYCE LINGNER;PDT;PDT;1;Suplente;13;81612;240000977702;2030402020;SUL;28
SC;ITAJAÍ;Vereador;12199;JOSÉ DO CARMO DIAS DE OLIVEIRA;PDT;PDT;1;Suplente;13;81612;240000977707;2030402020;SUL;394
SC;ITAJAÍ;Vereador;70707;REGIANE DA CUNHA PINTO;AVANTE;AVANTE;1;Não eleito;13;81612;240001261222;2030402020;SUL;11
SC;ITAJAÍ;Vereador;22022;DULCE MARIA AMARAL PEREIRA;PL;PL;1;Suplente;13;81612;240000672427;2030402020;SUL;911
SC;ITAJAÍ;Vereador;22111;ROSELI TONDORF CESCONETTO;PL;PL;1;Suplente;13;81612;240000672436;2030402020;SUL;339
SC;ITAJAÍ;Vereador;51234;NATAN MESSIAS MELLO SANTOS;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121518;2030402020;SUL;63
SC;ITAJAÍ;Vereador;51020;GERALDO ELIAS;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121528;2030402020;SUL;234
SC;ITAJAÍ;Vereador;77877;MARCELO DA SILVA;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812063;2030402020;SUL;53
SC;ITAJAÍ;Vereador;19023;RICARDO SPECK CAMINADA;PODE;PODE;1;Suplente;13;81612;240001111353;2030402020;SUL;21
SC;ITAJAÍ;Vereador;45643;ELENICE MARIA AGOSTINHO LANA;PSDB;PSDB;1;Suplente;13;81612;240001111318;2030402020;SUL;286
SC;ITAJAÍ;Vereador;45345;ALEXANDRE ARNOLDO ZIMMERMANN;PSDB;PSDB;1;Suplente;13;81612;240001111314;2030402020;SUL;346
SC;ITAJAÍ;Vereador;45117;ANTONIO NERES FERREIRA NETO;PSDB;PSDB;1;Suplente;13;81612;240001111334;2030402020;SUL;75
SC;ITAJAÍ;Vereador;12444;LUIS FERNANDO DA SILVA;PDT;PDT;1;Suplente;13;81612;240000977693;2030402020;SUL;612
SC;ITAJAÍ;Vereador;25500;CLAYTON DE SOUZA BENITES;DEM;DEM;1;Suplente;13;81612;240000755919;2030402020;SUL;67
SC;ITAJAÍ;Vereador;25017;EDSON ADEZIO BORBA;DEM;DEM;1;Suplente;13;81612;240000755918;2030402020;SUL;217
SC;ITAJAÍ;Vereador;13123;CÁSSIO UBIRAJARA PEREIRA;PT;PT;1;Não eleito;13;81612;240001237996;2030402020;SUL;217
SC;ITAJAÍ;Vereador;17700;MARIA ELISABETH PEREIRA KRAEMER;PSL;PSL;1;Suplente;13;81612;240001119377;2030402020;SUL;206
SC;ITAJAÍ;Vereador;15777;SUEVERTON JOÃO DE AQUINO;MDB;MDB;1;Suplente;13;81612;240000755750;2030402020;SUL;736
SC;ITAJAÍ;Vereador;15648;CELIA REGINA DA COSTA;MDB;MDB;1;Suplente;13;81612;240000755743;2030402020;SUL;1051
SC;ITAJAÍ;Vereador;17032;NILTON ESPINDOLA;PSL;PSL;1;Suplente;13;81612;240001119372;2030402020;SUL;370
SC;ITAJAÍ;Vereador;20789;EVALDO VANDERLEY DA SILVA;PSC;PSC;1;Suplente;13;81612;240000755728;2030402020;SUL;529
SC;ITAJAÍ;Vereador;20777;JUREMA NAIRA BERNARDES FRANCELINO;PSC;PSC;1;Suplente;13;81612;240000755732;2030402020;SUL;56
SC;ITAJAÍ;Vereador;20207;ISRAEL DA VEIGA;PSC;PSC;1;Suplente;13;81612;240000755719;2030402020;SUL;426
SC;ITAJAÍ;Vereador;20320;EVANDRO JULIO BERNARDES;PSC;PSC;1;Suplente;13;81612;240000755715;2030402020;SUL;127
SC;ITAJAÍ;Vereador;11200;VITOR HUGO DOS SANTOS;PP;PP;1;Suplente;13;81612;240000811883;2030402020;SUL;73
SC;ITAJAÍ;Vereador;11000;GIRLAN WELBE CARLOS DE MEDEIROS;PP;PP;1;Suplente;13;81612;240000811872;2030402020;SUL;183
SC;ITAJAÍ;Vereador;11611;NELSON ABRÃO DE SOUZA;PP;PP;1;Suplente;13;81612;240000811880;2030402020;SUL;137
SC;ITAJAÍ;Vereador;70007;JOAQUIM CHINISCK FILHO;AVANTE;AVANTE;1;Não eleito;13;81612;240001261239;2030402020;SUL;98
SC;ITAJAÍ;Vereador;10863;NILO DOS SANTOS;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675276;2030402020;SUL;44
SC;ITAJAÍ;Vereador;10456;LANGELI COSTA;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675264;2030402020;SUL;96
SC;ITAJAÍ;Vereador;22333;SANDRO APARECIDO DA SILVA ANDRADE;PL;PL;1;Suplente;13;81612;240000672420;2030402020;SUL;821
SC;ITAJAÍ;Vereador;51333;ESTER ABIGAIL BITTENCOURT;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121526;2030402020;SUL;165
SC;ITAJAÍ;Vereador;51551;BRUNA SACHT;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121530;2030402020;SUL;159
SC;ITAJAÍ;Vereador;51833;MAICON DOS SANTOS GONÇALVES;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121520;2030402020;SUL;4
SC;ITAJAÍ;Vereador;51555;GESIEL CORDEIRO;PATRIOTA;PATRIOTA;1;Não eleito;13;81612;240001121522;2030402020;SUL;256
SC;ITAJAÍ;Vereador;77038;JOSÉ LINO PEREIRA;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812048;2030402020;SUL;137
SC;ITAJAÍ;Vereador;77007;AMARILDO BERKENBROCK;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812062;2030402020;SUL;49
SC;ITAJAÍ;Vereador;77555;DJALMA GONÇALVES;SOLIDARIEDADE;SOLIDARIEDADE;1;Suplente;13;81612;240000812045;2030402020;SUL;196
SC;ITAJAÍ;Vereador;45051;MARCIA PEREIRA;PSDB;PSDB;1;Suplente;13;81612;240001111316;2030402020;SUL;186
SC;ITAJAÍ;Vereador;15699;NEUSA MARIA VIEIRA GERALDI;MDB;MDB;1;Suplente;13;81612;240000755744;2030402020;SUL;975
SC;ITAJAÍ;Vereador;40021;LUCIANO DE SOUZA SANTANA;PSB;PSB;1;Suplente;13;81612;240000979371;2030402020;SUL;435
SC;ITAJAÍ;Vereador;40777;LUIZA KARLA DOS SANTOS RAMOS;PSB;PSB;1;Suplente;13;81612;240000979372;2030402020;SUL;68
SC;ITAJAÍ;Vereador;19190;MAURILO LIMA LEITE;PODE;PODE;1;Suplente;13;81612;240001111336;2030402020;SUL;51
SC;ITAJAÍ;Vereador;10444;SANDRO DOS SANTOS;REPUBLICANOS;REPUBLICANOS;1;Suplente;13;81612;240000675262;2030402020;SUL;40
SC;ITAJAÍ;Vereador;13611;JANAINA LADWIG TEIXEIRA;PT;PT;1;Não eleito;13;81612;240001237995;2030402020;SUL;32
SC;ITAJAÍ;Vereador;25042;NAIRA ROSANE FELICIO PEREIRA;DEM;DEM;1;Suplente;13;81612;240000755934;2030402020;SUL;16
SC;ITAJAÍ;Vereador;17345;LUIZ CARLOS LAPA DA SILVA;PSL;PSL;1;Suplente;13;81612;240001119386;2030402020;SUL;86
SC;ITAJAÍ;Vereador;20021;NEIVA BATISTA AZARIAS INACIO;PSC;PSC;1;Suplente;13;81612;240000755731;2030402020;SUL;728
SC;ITAJAÍ;Vereador;20100;DANIARA RENATA ALVES;PSC;PSC;1;Suplente;13;81612;240000755711;2030402020;SUL;321
SC;ITAJAÍ;Vereador;20000;AIRLON DA SILVA JAQUES;PSC;PSC;1;Suplente;13;81612;240000755730;2030402020;SUL;575
SC;ITAJAÍ;Vereador;11111;ANTÔNIO ALDO DA SILVA;PP;PP;1;Suplente;13;81612;240000811885;2030402020;SUL;1182
SC;ITAJAÍ;Vereador;11123;FABIANA HENRIQUE;PP;PP;1;Suplente;13;81612;240000811879;2030402020;SUL;400
SC;ITAJAÍ;Vereador;14222;DAVI PENAFORT;PTB;PTB;1;Não eleito;13;81612;240001261519;2030402020;SUL;23
SC;ITAJAÍ;Vereador;22555;AFONSO CLAUDIO ANDRIANI;PL;PL;1;Suplente;13;81612;240000672426;2030402020;SUL;45
SC;ITAJAÍ;Vereador;45999;JAQUELINE GAZANIGA;PSDB;PSDB;1;Suplente;13;81612;240001111323;2030402020;SUL;260
SC;ITAJAÍ;Vereador;25511;MARCIO JOSE GONÇALVES;DEM;DEM;1;Eleito por QP;13;81612;240000755926;2030402020;SUL;2014
SC;ITAJAÍ;Vereador;12012;FLAVIO LUIZ FURTADO FILHO;PDT;PDT;1;Suplente;13;81612;240000977690;2030402020;SUL;174
SC;ITAJAÍ;Vereador;12555;JULCEMAR MARTINHO FERREIRA;PDT;PDT;1;Suplente;13;81612;240000977697;2030402020;SUL;847
SC;ITAJAÍ;Vereador;12000;PAULO MANOEL VICENTE;PDT;PDT;1;Eleito por QP;13;81612;240000977699;2030402020;SUL;1412
SC;ITAJAÍ;Vereador;40475;EUNICE VIEIRA DE MORAES WORSPITE;PSB;PSB;1;Suplente;13;81612;240000979367;2030402020;SUL;28
SC;ITAJAÍ;Vereador;40010;AMARILDO ANTENOR VIEIRA;PSB;PSB;1;Suplente;13;81612;240000979369;2030402020;SUL;186
SC;ITAJAÍ;Vereador;19222;REGINALDO CONCEIÇÃO;PODE;PODE;1;Suplente;13;81612;240001111352;2030402020;SUL;106
SC;ITAJAÍ;Vereador;19123;KATIA REGINA TAVARES;PODE;PODE;1;Suplente;13;81612;240001111343;2030402020;SUL;23
SC;ITAJAÍ;Vereador;17774;MICHELI CORDEIRO DA ROCHA WEIGERT;PSL;PSL;1;Suplente;13;81612;240001119367;2030402020;SUL;41
