codigo_emenda;ano_emenda;codigo_autor;parlamentar;cnpj_beneficiario;beneficiario;tipo_beneficiario;municipio;uf;data;fase_codigo;fase;documento;documento_resumido;valor;funcao;subfuncao;programa;acao;subtitulo;localizador_gasto;plano_orcamentario;orgao;orgao_superior;unidade_gestora;unidade_orcamentaria;processo;observacao;categoria;grupo;elemento;modalidade
202571260001;2025;7126;BANCADA DE SANTA CATARINA;08.259.606/0001-58;FUNDO MUNICIPAL DE SAUDE DE ITAJAI;Administração Pública;ITAJAÍ;SC;06/10/2025;1;Empenho;257001000012025NE491577;2025NE491577;80,0;10 - Saúde;302 - Assistência hospitalar e ambulatorial;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;2E900042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;Ministério da Saúde - Unidades com vínculo direto;Ministério da Saúde;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;FUNDO NACIONAL DE SAUDE;-8;EMPENHO PARA ATENDER A PORTARIA 8316 DE 03/10/2025 - PROPOSTA 36000705625202500 - EMENDA 202571260001 DE BANCADA DE SANTA CATARINA - CNES 2522691 - SOLICITANTE: 7126;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202571260001;2025;7126;BANCADA DE SANTA CATARINA;08.259.606/0001-58;FUNDO MUNICIPAL DE SAUDE DE ITAJAI;Administração Pública;ITAJAÍ;SC;09/10/2025;1;Empenho;257001000012025NE492787;2025NE492787;754718,0;10 - Saúde;302 - Assistência hospitalar e ambulatorial;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;2E900042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;Ministério da Saúde - Unidades com vínculo direto;Ministério da Saúde;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;FUNDO NACIONAL DE SAUDE;-8;EMPENHO PARA ATENDER A PORTARIA 8360 DE 09/10/2025 - PROPOSTA 36000704031202500 - EMENDA 202571260001 DE BANCADA DE SANTA CATARINA - CNES 2744937 - SOLICITANTE: 7126;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202571260002;2025;7126;BANCADA DE SANTA CATARINA;08.259.606/0001-58;FUNDO MUNICIPAL DE SAUDE DE ITAJAI;Administração Pública;ITAJAÍ;SC;23/09/2025;1;Empenho;257001000012025NE485248;2025NE485248;917006,0;10 - Saúde;301 - Atenção básica;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;2E890042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0042 - INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE SANTA C;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;Ministério da Saúde - Unidades com vínculo direto;Ministério da Saúde;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;FUNDO NACIONAL DE SAUDE;-8;EMPENHO PARA ATENDER A PORTARIA 8108 DE 16/09/2025 - PROPOSTA 36000703866202500 - EMENDA 202571260002 DE BANCADA DE SANTA CATARINA - SOLICITANTE: 7126;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202590550001;2025;9055;GILSON MARQUES;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;29/07/2025;1;Empenho;330013000012025NE402306;2025NE402306;20,0;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000073672202549;EMPENHO DA PROGRAMACAO N. 420820320250001, REFERENTE A EMENDA INDIVIDUAL N. 202590550001 - AUTOR - GILSON MARQUES PROCESSO N. 71000073672202549 - ENTE - ITAJAI-SC;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202590550001;2025;9055;GILSON MARQUES;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;05/12/2025;2;Liquidação;330013000012025NS020897;2025NS020897;0,0;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;;PAGAMENTO DA PROGRAMACAO N 420820320250001, REFERENTE A ESTRUTURASUAS CUSTEIO - GND3 - A PARTIR DE 2025 - ITAJAI-SC - 71000073672202549 - AUTOR GILSON MARQUES, EMENDA 202590550001;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202590550001;2025;9055;GILSON MARQUES;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;08/12/2025;3;Pagamento;330013000012025OB009215;2025OB009215;20,0;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000073672202549;PAGAMENTO DA PROGRAMACAO N 420820320250001, REFERENTE A ESTRUTURASUAS CUSTEIO - GND3 - A PARTIR DE 2025 - ITAJAI-SC - 71000073672202549 - AUTOR GILSON MARQUES, EMENDA 202590550001;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202429250004;2024;2925;CARMEN ZANOTTO;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;02/05/2024;1;Empenho;330013000012024NE403363;2024NE403363;10,0;08 - Assistência social;244 - Assistência comunitária;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0000 - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000030393202418;EMPENHO DA PROGRAMACAO N. 420820320240001, REFERENTE A EMENDA INDIVIDUAL N. 202429250004 - AUTOR - CARMEN ZANOTTO PROCESSO N. 71000030393202418 - ENTE - ITAJAI-SC;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202429250006;2024;2925;CARMEN ZANOTTO;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009043;2024NE009043;200000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202429250006-CARMEN ZANOTTO AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;40 - Transferências a Municípios
202439290001;2024;3929;CARLOS CHIODINI;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE008213;2024NE008213;1100000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202439290001-CARLOS CHIODINI AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202439490003;2024;3949;DANIEL FREITAS;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE007539;2024NE007539;1005585,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202439490003-DANIEL FREITAS AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202442090002;2024;4209;JORGE GOETTEN;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009052;2024NE009052;300000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202442090002-JORGE GOETTEN AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202442510012;2024;4251;IVETE DA SILVEIRA;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009297;2024NE009297;200000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202442510012-IVETE DA SILVEIRA AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;40 - Transferências a Municípios
202442510012;2024;4251;IVETE DA SILVEIRA;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009298;2024NE009298;100000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202442510012-IVETE DA SILVEIRA AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202442510013;2024;4251;IVETE DA SILVEIRA;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009299;2024NE009299;100000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202442510013-IVETE DA SILVEIRA AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202442510013;2024;4251;IVETE DA SILVEIRA;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009300;2024NE009300;200000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202442510013-IVETE DA SILVEIRA AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;40 - Transferências a Municípios
202443390001;2024;4339;DANIELA REINEHR;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;26/06/2024;1;Empenho;170860000012024NE009295;2024NE009295;100000,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20001 - TRANSFERENCIAS ESPECIAIS              - NACIONAL;0001 - TRANSFERENCIAS ESPECIAIS              - NACIONAL;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202443390001-DANIELA REINEHR AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
202471260004;2024;7126;BANCADA DE SANTA CATARINA;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;02/05/2024;1;Empenho;330013000012024NE403328;2024NE403328;15,0;08 - Assistência social;244 - Assistência comunitária;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;0000 - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000030385202463;EMPENHO DA PROGRAMACAO N. 420820320240003 REFERENTE A EMENDA DE BANCADA N. 202471260004 -  PROCESSO N. 71000030385202463 - ENTE - ITAJAI-SC;4 - DESPESAS DE CAPITAL;4 - Investimentos;42 - Auxílios;41 - Transferências a Municípios - Fundo a Fundo
202471260004;2024;7126;BANCADA DE SANTA CATARINA;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;02/05/2024;1;Empenho;330013000012024NE403329;2024NE403329;35,0;08 - Assistência social;244 - Assistência comunitária;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;0000 - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000030390202476;EMPENHO DA PROGRAMACAO N. 420820320240004 REFERENTE A EMENDA DE BANCADA N. 202471260004 -  PROCESSO N. 71000030390202476 - ENTE - ITAJAI-SC;4 - DESPESAS DE CAPITAL;4 - Investimentos;42 - Auxílios;41 - Transferências a Municípios - Fundo a Fundo
202471260004;2024;7126;BANCADA DE SANTA CATARINA;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;02/05/2024;1;Empenho;330013000012024NE403330;2024NE403330;13,0;08 - Assistência social;244 - Assistência comunitária;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;7063 - ESTRUTURACAO DA REDE DE SERVICOS DO S - AQUISICAO DE EQUIPAM;0000 - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000030388202405;EMPENHO DA PROGRAMACAO N. 420820320240005 REFERENTE A EMENDA DE BANCADA N. 202471260004 -  PROCESSO N. 71000030388202405 - ENTE - ITAJAI-SC;4 - DESPESAS DE CAPITAL;4 - Investimentos;42 - Auxílios;41 - Transferências a Municípios - Fundo a Fundo
202490550010;2024;9055;GILSON MARQUES;01.823.752/0001-15;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS DO MUNICIPIO DE ITAJAI;Administração Pública;ITAJAÍ;SC;02/05/2024;1;Empenho;330013000012024NE403383;2024NE403383;20,0;08 - Assistência social;244 - Assistência comunitária;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0042 - ESTRUTURACAO DA REDE DE SERVICOS E FO - NO ESTADO DE SANTA C;0000 - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;Fundo Nacional de Assistência Social;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;71000030554202465;EMPENHO DA PROGRAMACAO N. 420820320240002, REFERENTE A EMENDA INDIVIDUAL N. 202490550010 - AUTOR - GILSON MARQUES PROCESSO N. 71000030554202465 - ENTE - ITAJAI-SC;3 - DESPESAS CORRENTES;3 - Outras Despesas Correntes;41 - Contribuições;41 - Transferências a Municípios - Fundo a Fundo
202318800004;2023;1880;ANGELA AMIN;83.102.277/0001-52;MUNICIPIO DE ITAJAI;Administração Pública Municipal;ITAJAÍ;SC;06/07/2023;1;Empenho;170860000012023NE008045;2023NE008045;25,0;28 - Encargos especiais;845 - Outras transferências;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0EC20042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0042 - TRANSFERENCIAS ESPECIAIS              - NO ESTADO DE SANTA C;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;Ministério da Fazenda - Unidades com vínculo direto;Ministério da Fazenda;COORD.-GERAL DE TRANSFE. INTERGOVERNAMENTAIS;RECURSOS SOB SUPERVISAO DO MF;-8;TRANSFERENCIA ESPECIAL REFERENTE A EMENDA 202318800004-ANGELA AMIN AO ENTE 83102277000152 - MUNICIPIO DE ITAJAI;4 - DESPESAS DE CAPITAL;4 - Investimentos;41 - Contribuições;40 - Transferências a Municípios
