sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_tot_turno;cd_cargo;sg_ue;sq_candidato;sq_eleicao_divulga;nm_regiao;qt_votos_nom_validos
SC;ITAJAÍ;Vereador;45000;PAULO CESAR TOMAZ;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003459;2;SUL;422
SC;ITAJAÍ;Vereador;77007;ADALBERTO PAULO DOS SANTOS;SD;PSC / SD;1;Suplente;13;81612;240000002335;2;SUL;129
SC;ITAJAÍ;Vereador;77177;ANDREIA APARECIDA DE PAULA;SD;PSC / SD;1;Suplente;13;81612;240000002343;2;SUL;40
SC;ITAJAÍ;Vereador;77123;CARLOS ESTEVÃO DOS SANTOS;SD;PSC / SD;1;Suplente;13;81612;240000002345;2;SUL;94
SC;ITAJAÍ;Vereador;23613;VANTOS MARTINS DOS SANTOS;PPS;PPS / PEN;1;Suplente;13;81612;240000016958;2;SUL;350
SC;ITAJAÍ;Vereador;23000;JOSÉ HOEPERS;PPS;PPS / PEN;1;Suplente;13;81612;240000016948;2;SUL;30
SC;ITAJAÍ;Vereador;51515;AMAURI VALERIO CANUTO;PEN;PPS / PEN;1;Suplente;13;81612;240000016934;2;SUL;157
SC;ITAJAÍ;Vereador;65000;SIMONE VALERIA PEREIRA CALDAS;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006636;2;SUL;167
SC;ITAJAÍ;Vereador;13555;CÉLIO CARDOSO;PT;PP / PT;1;Suplente;13;81612;240000003886;2;SUL;216
SC;ITAJAÍ;Vereador;22789;LILIANE DAIANE DE SOUZA DE FARIAS;PR;PTC / PR;1;Suplente;13;81612;240000009704;2;SUL;1
SC;ITAJAÍ;Vereador;55699;MARCIA REGINA DE SOUZA;PSD;PSD;1;Suplente;13;81612;240000015141;2;SUL;72
SC;ITAJAÍ;Vereador;40111;JORGE LUIZ SILVA;PSB;PSB;1;Suplente;13;81612;240000018281;2;SUL;68
SC;ITAJAÍ;Vereador;22000;ISRAEL DOS SANTOS;PR;PTC / PR;1;Suplente;13;81612;240000009699;2;SUL;701
SC;ITAJAÍ;Vereador;22622;VENÍCIO AMORIM;PR;PTC / PR;1;Suplente;13;81612;240000009701;2;SUL;591
SC;ITAJAÍ;Vereador;44011;DIOGO KLOCK;PRP;PRP;1;Suplente;13;81612;240000018341;2;SUL;345
SC;ITAJAÍ;Vereador;44777;CLAUDIO ROBERTO SCHAEFER;PRP;PRP;1;Suplente;13;81612;240000018345;2;SUL;611
SC;ITAJAÍ;Vereador;11234;IVONETE ADRIANO FERREIRA;PP;PP / PT;1;Suplente;13;81612;240000003876;2;SUL;71
SC;ITAJAÍ;Vereador;11711;TÂNIA MARIA DA SILVA;PP;PP / PT;1;Suplente;13;81612;240000003875;2;SUL;65
SC;ITAJAÍ;Vereador;77017;RENATA NARCIZO MACHADO;SD;PSC / SD;1;Eleito por QP;13;81612;240000002348;2;SUL;880
SC;ITAJAÍ;Vereador;11111;ANTÔNIO ALDO DA SILVA;PP;PP / PT;1;Eleito por QP;13;81612;240000003870;2;SUL;1647
SC;ITAJAÍ;Vereador;45121;DENISE MENDES;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003452;2;SUL;67
SC;ITAJAÍ;Vereador;22345;EDSON ALEXANDRE LAPA DA SILVA;PR;PTC / PR;1;Eleito por QP;13;81612;240000009687;2;SUL;1503
SC;ITAJAÍ;Vereador;36123;POTIGUÁRA ELOI DUARTE;PTC;PTC / PR;1;Suplente;13;81612;240000009680;2;SUL;66
SC;ITAJAÍ;Vereador;45345;ROBISON JOSÉ COELHO;PSDB;DEM / PSDB;1;Eleito por QP;13;81612;240000003433;2;SUL;1990
SC;ITAJAÍ;Vereador;65045;SULAMI DA SILVA SANTOS;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006637;2;SUL;44
SC;ITAJAÍ;Vereador;65600;VANUSA SCHATT;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006640;2;SUL;14
SC;ITAJAÍ;Vereador;12033;MARCO OTAVIO CACHEL;PDT;PDT / PV;1;Suplente;13;81612;240000013986;2;SUL;191
SC;ITAJAÍ;Vereador;15070;ALINE PATRÍCIA SILVEIRA DE FREITAS;PMDB;PMDB;1;Suplente;13;81612;240000017997;2;SUL;138
SC;ITAJAÍ;Vereador;55550;CELSO BENTO;PSD;PSD;1;Suplente;13;81612;240000015135;2;SUL;174
SC;ITAJAÍ;Vereador;40110;ANDRE FELSKI PEREIRA;PSB;PSB;1;Suplente;13;81612;240000018270;2;SUL;130
SC;ITAJAÍ;Vereador;40007;PAULA MANNES;PSB;PSB;1;Suplente;13;81612;240000018286;2;SUL;8
SC;ITAJAÍ;Vereador;40999;MARIA HELENA GALABAROF TOTH;PSB;PSB;1;Suplente;13;81612;240000018285;2;SUL;209
SC;ITAJAÍ;Vereador;22111;RAFAEL DEZIDEIRO;PR;PTC / PR;1;Suplente;13;81612;240000009702;2;SUL;1356
SC;ITAJAÍ;Vereador;55010;LUIZ ANTONIO MARCOS;PSD;PSD;1;Suplente;13;81612;240000015129;2;SUL;292
SC;ITAJAÍ;Vereador;44101;RENATO RUSSI;PRP;PRP;1;Suplente;13;81612;240000018360;2;SUL;72
SC;ITAJAÍ;Vereador;44333;RICARDO DE BARROS PEREIRA;PRP;PRP;1;Suplente;13;81612;240000018361;2;SUL;196
SC;ITAJAÍ;Vereador;11411;FERNANDO RODRIGO WERNER DE OLIVEIRA;PP;PP / PT;1;Suplente;13;81612;240000003879;2;SUL;287
SC;ITAJAÍ;Vereador;45321;EDVALDO MANOEL DE SOUZA;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003457;2;SUL;304
SC;ITAJAÍ;Vereador;14000;AIRLON DA SILVA JAQUES;PTB;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006621;2;SUL;631
SC;ITAJAÍ;Vereador;44334;ROBERTO HERALDO  ROSA;PRP;PRP;1;Suplente;13;81612;240000018363;2;SUL;72
SC;ITAJAÍ;Vereador;44222;JOSÉ NEVES DE SIMAS;PRP;PRP;1;Suplente;13;81612;240000018353;2;SUL;156
SC;ITAJAÍ;Vereador;44345;SURAIA SENH PEREIRA;PRP;PRP;1;Suplente;13;81612;240000018368;2;SUL;365
SC;ITAJAÍ;Vereador;20123;JOAREZ RODRIGUES VELOZO;PSC;PSC / SD;1;Suplente;13;81612;240000002327;2;SUL;422
SC;ITAJAÍ;Vereador;11888;SADI ANTONIO PIRES;PP;PP / PT;1;Suplente;13;81612;240000003880;2;SUL;749
SC;ITAJAÍ;Vereador;11555;CLAUVERLANGE FERREIRA RODRIGUES;PP;PP / PT;1;Suplente;13;81612;240000003885;2;SUL;193
SC;ITAJAÍ;Vereador;12222;HÉLIO CARLOS PEREIRA;PDT;PDT / PV;1;Suplente;13;81612;240000013980;2;SUL;275
SC;ITAJAÍ;Vereador;36444;JOSÉ CARLOS GONÇALVES;PTC;PTC / PR;1;Suplente;13;81612;240000009686;2;SUL;75
SC;ITAJAÍ;Vereador;12500;VALDOMIRO SILVEIRA DE FREITAS;PDT;PDT / PV;1;Suplente;13;81612;240000018772;2;SUL;31
SC;ITAJAÍ;Vereador;15651;LUZIA APARECIDA KARSCHIMARSKI ANGIOLETTI;PMDB;PMDB;1;Suplente;13;81612;240000019296;2;SUL;35
SC;ITAJAÍ;Vereador;22765;SUZANA MARGARETH CARVALHO PEREIRA;PR;PTC / PR;1;Suplente;13;81612;240000009705;2;SUL;0
SC;ITAJAÍ;Vereador;45915;ANA KARINE SILVA DIMAS;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003454;2;SUL;46
SC;ITAJAÍ;Vereador;55783;ISIANE ROSA;PSD;PSD;1;Suplente;13;81612;240000015124;2;SUL;96
SC;ITAJAÍ;Vereador;40404;BRUNO PEIXOTO BITTENCOURT;PSB;PSB;1;Suplente;13;81612;240000018272;2;SUL;114
SC;ITAJAÍ;Vereador;40555;REGINA DE JESUS ALMEIDA;PSB;PSB;1;Suplente;13;81612;240000018287;2;SUL;125
SC;ITAJAÍ;Vereador;40222;JOSUE CASIMIRO DE OLIVEIRA;PSB;PSB;1;Suplente;13;81612;240000018282;2;SUL;7
SC;ITAJAÍ;Vereador;12100;NÍKOLAS REIS MORAES DOS SANTOS;PDT;PDT / PV;1;Eleito por QP;13;81612;240000013989;2;SUL;1684
SC;ITAJAÍ;Vereador;44228;RICHARD ROCHA ASSADURIAN;PRP;PRP;1;Suplente;13;81612;240000018362;2;SUL;32
SC;ITAJAÍ;Vereador;15444;MARCELO FURTADO;PMDB;PMDB;1;Suplente;13;81612;240000018017;2;SUL;139
SC;ITAJAÍ;Vereador;10222;OLINDO CUSTÓDIO JUNIOR;PRB;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006615;2;SUL;133
SC;ITAJAÍ;Vereador;10111;HERMES ESPINDOLA PATRIANOVA;PRB;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006610;2;SUL;125
SC;ITAJAÍ;Vereador;11333;IVONETE TERESINHA SCHREIBER;PP;PP / PT;1;Suplente;13;81612;240000003881;2;SUL;189
SC;ITAJAÍ;Vereador;45123;RAIMUNDO DA COSTA SALDANHA;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003438;2;SUL;525
SC;ITAJAÍ;Vereador;45444;CHALLISE TEIXEIRA DALÇÓQUIO;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003439;2;SUL;327
SC;ITAJAÍ;Vereador;77444;FILIPI ALEXANDRE DE SOUZA;SD;PSC / SD;1;Suplente;13;81612;240000002339;2;SUL;199
SC;ITAJAÍ;Vereador;77045;JOSÉ DIAS;SD;PSC / SD;1;Suplente;13;81612;240000002332;2;SUL;315
SC;ITAJAÍ;Vereador;77277;FABIELLE CHRISTINE BARBOSA;SD;PSC / SD;1;Suplente;13;81612;240000002344;2;SUL;95
SC;ITAJAÍ;Vereador;77789;DIEGO FERNANDES GONZAGA;SD;PSC / SD;1;Suplente;13;81612;240000002347;2;SUL;44
SC;ITAJAÍ;Vereador;65065;GILMAR MANOEL VIEIRA;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006630;2;SUL;59
SC;ITAJAÍ;Vereador;12150;ROSANE SALETE LOPES;PDT;PDT / PV;1;Suplente;13;81612;240000013993;2;SUL;189
SC;ITAJAÍ;Vereador;10010;ADALBERTO DUARTE;PRB;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006609;2;SUL;230
SC;ITAJAÍ;Vereador;15950;DILSON VIEIRA COSTA;PMDB;PMDB;1;Suplente;13;81612;240000018001;2;SUL;41
SC;ITAJAÍ;Vereador;55500;ALEXANDRE VAGNER COELHO;PSD;PSD;1;Suplente;13;81612;240000015139;2;SUL;836
SC;ITAJAÍ;Vereador;55789;CINTHIA GREGÓRIO DOS SANTOS;PSD;PSD;1;Suplente;13;81612;240000015118;2;SUL;292
SC;ITAJAÍ;Vereador;40800;RODRIGO CONRADI CEMA;PSB;PSB;1;Suplente;13;81612;240000018289;2;SUL;86
SC;ITAJAÍ;Vereador;55999;ROBLEDO SCHMIDT SCARPARI;PSD;PSD;1;Suplente;13;81612;240000015133;2;SUL;104
SC;ITAJAÍ;Vereador;55555;MAURO LUIZ PEDRO;PSD;PSD;1;Suplente;13;81612;240000015128;2;SUL;70
SC;ITAJAÍ;Vereador;55645;IVA NAZILDA FURTADO REBELLO;PSD;PSD;1;Suplente;13;81612;240000015132;2;SUL;381
SC;ITAJAÍ;Vereador;44111;EDUARDO ILTO GOMES;PRP;PRP;1;Eleito por QP;13;81612;240000018348;2;SUL;616
SC;ITAJAÍ;Vereador;23321;ALEXSANDRO MAIA COHEN;PPS;PPS / PEN;1;Suplente;13;81612;240000016939;2;SUL;45
SC;ITAJAÍ;Vereador;44409;ADRIANA APARECIDA CARDOSO DA SILVA;PRP;PRP;1;Suplente;13;81612;240000018342;2;SUL;22
SC;ITAJAÍ;Vereador;15066;CARLOS ALBERTO SALVADOR;PMDB;PMDB;1;Suplente;13;81612;240000017999;2;SUL;74
SC;ITAJAÍ;Vereador;44434;DOUGLAS WOLLINGER;PRP;PRP;1;Suplente;13;81612;240000018347;2;SUL;57
SC;ITAJAÍ;Vereador;44999;VANESSA CRISTINA DAUER;PRP;PRP;1;Suplente;13;81612;240000018370;2;SUL;2
SC;ITAJAÍ;Vereador;44001;ROGERIO NERI VIEIRA;PRP;PRP;1;Suplente;13;81612;240000018364;2;SUL;56
SC;ITAJAÍ;Vereador;45155;SIRLEY NEVES CUGIK;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003444;2;SUL;176
SC;ITAJAÍ;Vereador;77077;MARLI DAS DORES MARTINS;SD;PSC / SD;1;Suplente;13;81612;240000002338;2;SUL;172
SC;ITAJAÍ;Vereador;23070;FABRÍCIO MARINHO;PPS;PPS / PEN;1;Eleito por QP;13;81612;240000016945;2;SUL;1057
SC;ITAJAÍ;Vereador;51500;LUIS CEZAR LANA;PEN;PPS / PEN;1;Suplente;13;81612;240000016932;2;SUL;298
SC;ITAJAÍ;Vereador;65100;RICARDO JOSÉ LAMIM  CORDEIRO;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006631;2;SUL;187
SC;ITAJAÍ;Vereador;12345;MARLETE TERESINHA CRISPIM GOMES;PDT;PDT / PV;1;Suplente;13;81612;240000013988;2;SUL;582
SC;ITAJAÍ;Vereador;12880;GRAZIELE BRUGNAGO;PDT;PDT / PV;1;Suplente;13;81612;240000013978;2;SUL;287
SC;ITAJAÍ;Vereador;13333;GIOVANI FELIX;PT;PP / PT;1;Suplente;13;81612;240000003889;2;SUL;1147
SC;ITAJAÍ;Vereador;22987;VALÉSIA DE FREITAS;PR;PTC / PR;1;Suplente;13;81612;240000009703;2;SUL;2
SC;ITAJAÍ;Vereador;40777;ANTONIO CELIO ELIAS;PSB;PSB;1;Suplente;13;81612;240000018271;2;SUL;485
SC;ITAJAÍ;Vereador;40545;DARIO REBELO DOS PASSOS FILHO;PSB;PSB;1;Suplente;13;81612;240000018275;2;SUL;344
SC;ITAJAÍ;Vereador;22522;NEUZA BÄUMGARTNER;PR;PTC / PR;1;Suplente;13;81612;240000009706;2;SUL;1
SC;ITAJAÍ;Vereador;44321;SÉRGIO BESSA DE MIRANDA;PRP;PRP;1;Suplente;13;81612;240000018365;2;SUL;99
SC;ITAJAÍ;Vereador;15111;THIAGO DA SILVA MORASTONI;PMDB;PMDB;1;Eleito por QP;13;81612;240000018018;2;SUL;2340
SC;ITAJAÍ;Vereador;23555;EDSON NASCIMENTO;PPS;PPS / PEN;1;Suplente;13;81612;240000016943;2;SUL;144
SC;ITAJAÍ;Vereador;23222;MARIO GENARO PINTO DOS SANTOS;PPS;PPS / PEN;1;Suplente;13;81612;240000016952;2;SUL;192
SC;ITAJAÍ;Vereador;45001;ANDRÉ ADAUTO SPERBER DOS SANTOS;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003453;2;SUL;189
SC;ITAJAÍ;Vereador;22022;DULCE MARIA AMARAL PEREIRA;PR;PTC / PR;1;Eleito por QP;13;81612;240000009695;2;SUL;1806
SC;ITAJAÍ;Vereador;20100;MAYCKON DA SILVA;PSC;PSC / SD;1;Suplente;13;81612;240000002328;2;SUL;99
SC;ITAJAÍ;Vereador;11601;NILSON GERMANO VIEIRA;PP;PP / PT;1;Suplente;13;81612;240000003866;2;SUL;906
SC;ITAJAÍ;Vereador;12112;LUCIANO DAY;PDT;PDT / PV;1;Suplente;13;81612;240000013983;2;SUL;138
SC;ITAJAÍ;Vereador;23010;AMARILDO ANTENOR VIEIRA;PPS;PPS / PEN;1;Suplente;13;81612;240000016940;2;SUL;331
SC;ITAJAÍ;Vereador;23211;MARIA INÊS MORE;PPS;PPS / PEN;1;Suplente;13;81612;240000016950;2;SUL;18
SC;ITAJAÍ;Vereador;23105;FELIPE IRINEU NUNES;PPS;PPS / PEN;1;Suplente;13;81612;240000016946;2;SUL;234
SC;ITAJAÍ;Vereador;36153;RANIERI DA SILVA;PTC;PTC / PR;1;Suplente;13;81612;240000009685;2;SUL;46
SC;ITAJAÍ;Vereador;45511;MARCIO JOSÉ GONÇALVES;PSDB;DEM / PSDB;1;Eleito por QP;13;81612;240000003458;2;SUL;1809
SC;ITAJAÍ;Vereador;12212;RAFAEL ORTHMANN;PDT;PDT / PV;1;Suplente;13;81612;240000013991;2;SUL;353
SC;ITAJAÍ;Vereador;13313;MARILENE FERNANDES;PT;PP / PT;1;Suplente;13;81612;240000003894;2;SUL;9
SC;ITAJAÍ;Vereador;15000;GIOVANNI GAZANIGA PEZZINI;PMDB;PMDB;1;Suplente;13;81612;240000018005;2;SUL;80
SC;ITAJAÍ;Vereador;22777;NEIVA BATISTA AZARIAS INACIO;PR;PTC / PR;1;Suplente;13;81612;240000009694;2;SUL;838
SC;ITAJAÍ;Vereador;40511;CLAUDIONOR SOARES DA SILVA JUNIOR;PSB;PSB;1;Suplente;13;81612;240000018273;2;SUL;100
SC;ITAJAÍ;Vereador;55600;MARIA REGINA REBELLO MOTA;PSD;PSD;1;Suplente;13;81612;240000015120;2;SUL;201
SC;ITAJAÍ;Vereador;13013;SANDRA HELENA MARTINS IUPPEN;PT;PP / PT;1;Suplente;13;81612;240000003897;2;SUL;23
SC;ITAJAÍ;Vereador;15500;HUMBERTO VÁZ NÉTO;PMDB;PMDB;1;Suplente;13;81612;240000017996;2;SUL;154
SC;ITAJAÍ;Vereador;43333;RENATO CANDIDO DA SILVA;PV;PDT / PV;1;Suplente;13;81612;240000013996;2;SUL;265
SC;ITAJAÍ;Vereador;12121;LILIAN REGINA TERRES MOROSO;PDT;PDT / PV;1;Suplente;13;81612;240000018770;2;SUL;608
SC;ITAJAÍ;Vereador;15699;NEUSA MARIA VIEIRA;PMDB;PMDB;1;Suplente;13;81612;240000018008;2;SUL;1060
SC;ITAJAÍ;Vereador;15130;CLAUDIO DA SILVA;PMDB;PMDB;1;Suplente;13;81612;240000018000;2;SUL;130
SC;ITAJAÍ;Vereador;40444;FRANCISCO IACZAK;PSB;PSB;1;Suplente;13;81612;240000018280;2;SUL;177
SC;ITAJAÍ;Vereador;22222;LUCIANO CUSTÓDIO;PR;PTC / PR;1;Suplente;13;81612;240000009693;2;SUL;233
SC;ITAJAÍ;Vereador;55400;ELOI MARTINS;PSD;PSD;1;Suplente;13;81612;240000015125;2;SUL;31
SC;ITAJAÍ;Vereador;44445;FLAVIO ADRIANO ROSA;PRP;PRP;1;Suplente;13;81612;240000018350;2;SUL;122
SC;ITAJAÍ;Vereador;23999;ODIVAN WIVALDO LINHARES;PPS;PPS / PEN;1;Suplente;13;81612;240000016954;2;SUL;593
SC;ITAJAÍ;Vereador;23456;TAICIL CESAR DA LUZ;PPS;PPS / PEN;1;Suplente;13;81612;240000016956;2;SUL;192
SC;ITAJAÍ;Vereador;45135;SHEILA MARIS KUHNEN;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003436;2;SUL;44
SC;ITAJAÍ;Vereador;40517;LUIZ ROBERTO MACEDO CARAMORI;PSB;PSB;1;Suplente;13;81612;240000018284;2;SUL;112
SC;ITAJAÍ;Vereador;44002;WYCHILLEN DE ALMEIDA DAS SILVA;PRP;PRP;1;Suplente;13;81612;240000018371;2;SUL;26
SC;ITAJAÍ;Vereador;40106;RUBENS ANGIOLETTI;PSB;PSB;1;Eleito por QP;13;81612;240000018291;2;SUL;1814
SC;ITAJAÍ;Vereador;11123;LOURIVAL PERA;PP;PP / PT;1;Suplente;13;81612;240000003878;2;SUL;261
SC;ITAJAÍ;Vereador;45008;CLAIR JOSE DOS SANTOS;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003450;2;SUL;136
SC;ITAJAÍ;Vereador;45699;ADEMAR DA COSTA JÚNIOR;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003431;2;SUL;147
SC;ITAJAÍ;Vereador;23523;RUBENS CAMILO PACHECO;PPS;PPS / PEN;1;Suplente;13;81612;240000016955;2;SUL;820
SC;ITAJAÍ;Vereador;51112;DANILO SILVA DA CRUZ;PEN;PPS / PEN;1;Suplente;13;81612;240000016936;2;SUL;50
SC;ITAJAÍ;Vereador;12789;EVALDO VANDERLEY DA SILVA;PDT;PDT / PV;1;Suplente;13;81612;240000013975;2;SUL;946
SC;ITAJAÍ;Vereador;15100;LAUDELINO LAMIM;PMDB;PMDB;1;Suplente;13;81612;240000018016;2;SUL;1085
SC;ITAJAÍ;Vereador;40123;ROBERTA MEHLHORN CALDEIRA;PSB;PSB;1;Suplente;13;81612;240000018288;2;SUL;150
SC;ITAJAÍ;Vereador;40333;FABIANA FERREIRA;PSB;PSB;1;Suplente;13;81612;240000018278;2;SUL;221
SC;ITAJAÍ;Vereador;22468;VERA LUCIA MARTINS TRAVASSO;PR;PTC / PR;1;Suplente;13;81612;240000009707;2;SUL;2
SC;ITAJAÍ;Vereador;55531;SANDRA MARA DE OLIVEIRA LEMOS;PSD;PSD;1;Suplente;13;81612;240000015138;2;SUL;16
SC;ITAJAÍ;Vereador;44755;INOCENCIO ALVES PINTO;PRP;PRP;1;Suplente;13;81612;240000018352;2;SUL;89
SC;ITAJAÍ;Vereador;44153;BENEDITO APARECIDO RODRIGUES DOS SANTOS;PRP;PRP;1;Suplente;13;81612;240000018344;2;SUL;53
SC;ITAJAÍ;Vereador;23023;MIRIAM IOLANDA MARTINS;PPS;PPS / PEN;1;Suplente;13;81612;240000016953;2;SUL;60
SC;ITAJAÍ;Vereador;11222;PAMELA DE OLIVEIRA;PP;PP / PT;1;Suplente;13;81612;240000003868;2;SUL;150
SC;ITAJAÍ;Vereador;13470;JEFFERSON DE FREITAS;PT;PP / PT;1;Suplente;13;81612;240000003891;2;SUL;83
SC;ITAJAÍ;Vereador;65021;ADÉLCIO ANTENOR VIEIRA;PC do B;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006629;2;SUL;245
SC;ITAJAÍ;Vereador;11211;FERNANDO MARTINS PEGORINI;PP;PP / PT;1;Eleito por QP;13;81612;240000003872;2;SUL;1681
SC;ITAJAÍ;Vereador;44441;SIRVAL ANTONIO PEREIRA;PRP;PRP;1;Suplente;13;81612;240000018367;2;SUL;41
SC;ITAJAÍ;Vereador;45999;ADIR PEREIRA DOS SANTOS;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003435;2;SUL;308
SC;ITAJAÍ;Vereador;45025;MARCOS VENICIO FELIX;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003445;2;SUL;645
SC;ITAJAÍ;Vereador;45456;ALCEBID MAFRA;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003437;2;SUL;155
SC;ITAJAÍ;Vereador;40377;FLAVIO DOS SANTOS ANTUNES;PSB;PSB;1;Suplente;13;81612;240000018279;2;SUL;74
SC;ITAJAÍ;Vereador;44100;VILMARA PEREIRA;PRP;PRP;1;Suplente;13;81612;240000018372;2;SUL;178
SC;ITAJAÍ;Vereador;55648;CELIA REGINA DA COSTA;PSD;PSD;1;Eleito por QP;13;81612;240000015140;2;SUL;1946
SC;ITAJAÍ;Vereador;20120;DANNIA TEIXEIRA ALEXANDRE;PSC;PSC / SD;1;Suplente;13;81612;240000002350;2;SUL;30
SC;ITAJAÍ;Vereador;20020;DOUGLAS NASCIMENTO DE JESUS;PSC;PSC / SD;1;Suplente;13;81612;240000002329;2;SUL;293
SC;ITAJAÍ;Vereador;77111;TAMARA PORTELA DOS SANTOS;SD;PSC / SD;1;Suplente;13;81612;240000019243;2;SUL;14
SC;ITAJAÍ;Vereador;18000;THIAGO BERNARDES DA CUNHA;REDE;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006634;2;SUL;229
SC;ITAJAÍ;Vereador;23323;VERA LUCIA DA SILVA;PPS;PPS / PEN;1;Suplente;13;81612;240000019155;2;SUL;12
SC;ITAJAÍ;Vereador;51444;ANA MARIA CAVA;PEN;PPS / PEN;1;Suplente;13;81612;240000019521;2;SUL;35
SC;ITAJAÍ;Vereador;12038;REGIS DE LIMA;PDT;PDT / PV;1;Suplente;13;81612;240000013992;2;SUL;234
SC;ITAJAÍ;Vereador;12012;EVERTON WAN DALL ALVES;PDT;PDT / PV;1;Suplente;13;81612;240000013976;2;SUL;358
SC;ITAJAÍ;Vereador;10987;SUELEN APARECIDA STANQUEVICZ;PRB;PRB / PTB / PSL / PTN / PC do B / REDE;1;Suplente;13;81612;240000006617;2;SUL;26
SC;ITAJAÍ;Vereador;15115;IOMAR VARGAS FILASTRO;PMDB;PMDB;1;Suplente;13;81612;240000018006;2;SUL;71
SC;ITAJAÍ;Vereador;15555;JAIR SUAVI;PMDB;PMDB;1;Suplente;13;81612;240000018007;2;SUL;141
SC;ITAJAÍ;Vereador;45222;ROBERTO ANTÔNIO PEREIRA;PSDB;DEM / PSDB;1;Suplente;13;81612;240000003449;2;SUL;157
SC;ITAJAÍ;Vereador;55222;RENATA VIEIRA RODRIGUES;PSD;PSD;1;Suplente;13;81612;240000015119;2;SUL;95
