Ano de eleição;Cor / Raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Identidade de gênero;Intérprete de libras;Município;País;Quilombola;Região;UF;Quantidade de eleitores com biometria;Quantidade de eleitores com deficiência;Quantidade de eleitores com nome social;Quantidade de eleitores;Quantidade voto facultativo;Quantidade voto facultativo deficiência;Quantidade voto obrigatório;Quantidade voto obrigatório deficiência;Data de carga
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;1;0;3;3;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;38;0;0;39;0;;39;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;49;3;0;58;0;;58;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;231;3;0;245;0;;245;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;5;1;0;5;0;;5;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;9;0;0;10;0;;10;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;90;2;0;93;0;;93;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;9;0;0;9;0;;9;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;258;4;0;260;0;;260;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;12;0;0;12;0;;12;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;173;1;0;174;0;;174;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;13;0;0;13;0;;13;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;6;5;0;8;8;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ANALFABETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;0;1;0;1;1;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ANALFABETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;1;0;1;1;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;37;0;0;42;0;;42;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;57;2;0;60;0;;60;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;0;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;219;3;0;238;0;;238;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;6;1;0;6;0;;6;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;8;0;0;9;0;;9;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;98;1;0;103;0;;103;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;146;2;0;146;0;;146;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;6;0;0;6;0;;6;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;159;0;0;163;0;;163;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;30 a 34 anos;MASCULINO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;7;0;0;7;0;;7;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;4;2;0;4;4;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;38;0;0;41;0;;41;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;48;1;0;49;0;;49;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;191;2;0;198;0;;198;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;13;1;0;13;0;;13;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;59;0;0;63;0;;63;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;7;0;0;8;0;;8;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;243;3;0;248;0;;248;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;5;0;0;5;0;;5;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;17;0;0;18;0;;18;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR COMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;0;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;94;2;0;99;0;;99;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;7;0;0;7;0;;7;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;2;0;4;4;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;40;0;0;44;0;;44;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;4;0;0;4;0;;4;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;37;2;0;45;0;;45;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;195;1;0;200;0;;200;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;5;0;0;5;0;;5;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;11;0;0;13;0;;13;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;84;0;0;89;0;;89;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;1;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;5;0;0;5;0;;5;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;233;1;0;237;0;;237;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;10;0;0;10;0;;10;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;108;0;0;112;0;;112;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;35 a 39 anos;MASCULINO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;7;0;0;7;0;;7;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;1;0;1;1;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ANALFABETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;1;0;1;1;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;26;2;0;27;0;;27;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;49;1;0;52;0;;52;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;174;4;0;180;0;;180;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;1;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;11;0;0;12;0;;12;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;53;0;0;56;0;;56;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;1;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;4;0;0;4;0;;4;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;207;1;0;209;0;;209;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;10;0;0;10;0;;10;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;62;1;0;63;0;;63;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;FEMININO;SUPERIOR INCOMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ANALFABETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;2;0;4;4;;0;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;33;3;0;35;0;;35;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;63;2;0;65;0;;65;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;161;4;0;169;0;;169;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;8;0;0;8;0;;8;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;62;0;0;66;0;;66;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;ENSINO MÉDIO INCOMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;3;0;0;3;0;;3;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;LÊ E ESCREVE;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;LÊ E ESCREVE;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;138;1;0;140;0;;140;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;SUPERIOR COMPLETO;Cisgênero;SIM;ITAJAÍ;Brasil;NÃO;SUL;SC;2;0;0;2;0;;2;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;SUPERIOR COMPLETO;Prefere não informar;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;8;0;0;8;0;;8;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;SUPERIOR COMPLETO;Transgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;1;0;0;1;0;;1;;18/07/2026 07:17
2026;Branca;SOLTEIRO;40 a 44 anos;MASCULINO;SUPERIOR INCOMPLETO;Cisgênero;NÃO;ITAJAÍ;Brasil;NÃO;SUL;SC;66;1;0;70;0;;70;;18/07/2026 07:17
