ano,parlamentar,favorecido_consulta,cnpj_consulta,tipo_favorecido,funcao,subfuncao,fase,valor,data,documento
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,66566.26,14/04/2025,785344000012025NE000133
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,64717.38,22/10/2025,785344000012025NE000834
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,64717.38,05/11/2025,785344000012025OB000654
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,49354.09,18/03/2025,785344000012025NE000065
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,38431.87,02/07/2025,785344000012025NE000405
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,38431.87,09/07/2025,785344000012025OB000391
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,28852.74,17/04/2025,785344000012025NE000162
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,28852.74,29/04/2025,785344000012025OB000211
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,19338.69,05/12/2025,120073000012025NE000113
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,18571.56,10/04/2025,785344000012025NE000118
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,8247.58,08/08/2025,120073000012025OB001443
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,4787.43,17/10/2025,120073000012025OB002032
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,08 - Assistência social,242 - Assistência ao portador de deficiência,PAGO,4554.0,03/11/2025,510181572022025OB034157
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,4041.6,13/10/2025,120073000012025NE000905
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,4041.6,05/11/2025,120073000012025OB002332
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,12 - Educação,363 - Ensino profissional,EMPENHADO,3895.76,25/03/2025,158516264382025NE000823
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,3888.28,27/03/2025,120073000012025OB000342
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,04 - Administração,122 - Administração geral,EMPENHADO,3722.45,05/05/2025,170156000012025NE000244
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,08 - Assistência social,242 - Assistência ao portador de deficiência,PAGO,1518.0,03/12/2025,510181572022025OB041622
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,1435.26,13/10/2025,193125192112025OB000714
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,1264.4,30/04/2025,120073000012025OB000685
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,690.6,01/07/2025,120073000012025OB001086
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,575.5,27/11/2025,120073000012025OB002526
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,460.4,02/09/2025,120073000012025OB001631
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,307.92,09/07/2025,193125192112025OB000466
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,307.92,07/08/2025,193125192112025OB000564
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,135.86,27/01/2025,193125192112025OB000045
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,135.86,21/02/2025,193125192112025OB000113
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,121.91,25/07/2025,193125192112025OB000519
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,121.91,22/08/2025,193125192112025OB000606
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,121.91,13/10/2025,193125192112025OB000718
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,121.91,14/08/2025,193125192112025OB000586
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,121.91,07/08/2025,193125192112025OB000555
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,115.1,11/02/2025,120073000012025OB000140
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,111.29,27/01/2025,193125192112025OB000014
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,111.29,27/01/2025,193125192112025OB000015
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,111.29,20/02/2025,193125192112025OB000100
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,111.29,30/05/2025,193125192112025OB000334
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,111.29,12/06/2025,193125192112025OB000389
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,103.08,01/04/2025,193125192112025OB000206
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,99.49,03/12/2025,193125192112025OB000963
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,99.48,27/06/2025,193125192112025OB000424
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,99.48,14/10/2025,193125192112025OB000727
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,99.48,14/08/2025,193125192112025OB000580
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,91.99,30/05/2025,193125192112025OB000322
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,70.48,12/03/2025,193125192112025OB000161
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,11.39,06/03/2025,193125192112025OB000135
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,9.24,30/05/2025,193125192112025OB000328
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,09 - Previdência social,122 - Administração geral,PAGO,6.3,29/10/2025,510181572022025DR803803
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,04 - Administração,122 - Administração geral,LIQUIDADO,0.0,05/05/2025,170156000012025NS002349
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,08 - Assistência social,242 - Assistência ao portador de deficiência,LIQUIDADO,0.0,31/10/2025,510181572022025NS068221
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,08 - Assistência social,242 - Assistência ao portador de deficiência,LIQUIDADO,0.0,03/12/2025,510181572022025NS083229
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,17 - Saneamento,512 - Saneamento básico urbano,LIQUIDADO,0.0,07/07/2025,175004000012025NS011121
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,12 - Educação,363 - Ensino profissional,LIQUIDADO,0.0,27/03/2025,158516264382025NS009169
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,12 - Educação,365 - Educação infantil,LIQUIDADO,0.0,16/10/2025,157241152532025NS001435
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,17 - Saneamento,512 - Saneamento básico urbano,LIQUIDADO,0.0,30/12/2025,175004000012025NS022907
2025,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,0.0,14/10/2025,193125192112025OB000723
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,31/01/2025,120073000012025NS000250
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,13/03/2025,120073000012025NS000714
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,25/03/2025,785344000012025NS000289
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,28/04/2025,120073000012025NS001475
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,21/05/2025,785344000012025NS000608
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,16/06/2025,785344000012025NS000731
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,23/06/2025,120073000012025NS002446
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,26/08/2025,785344000012025NS001111
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,30/10/2025,120073000012025NS005222
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,24/11/2025,785344000012025NS001611
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,26/11/2025,120073000012025NS005803
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,06/03/2025,785344000012025NS000220
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,07/07/2025,785344000012025NS000868
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,29/10/2025,785344000012025NS001427
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,25/04/2025,785344000012025NS000497
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,26/09/2025,785344000012025NS001289
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,17/04/2025,785344000012025NS000433
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,09/10/2025,120073000012025NS004659
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,08/12/2025,785344000012025NS001756
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,28/08/2025,120073000012025NS003820
2025,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,LIQUIDADO,0.0,07/08/2025,120073000012025NS003417
2025,3929 - CARLOS CHIODINI,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,PAGO,418949.38,27/11/2025,257001000012025OB068216
2025,3929 - CARLOS CHIODINI,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,LIQUIDADO,0.0,26/11/2025,257001000012025NS161293
2025,3949 - DANIEL FREITAS,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,EMPENHADO,990000.0,02/09/2025,170860000012025NE001382
2025,3949 - DANIEL FREITAS,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,PAGO,990000.0,09/09/2025,170860000012025OB001219
2025,3949 - DANIEL FREITAS,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,LIQUIDADO,0.0,08/09/2025,170860000012025NS009810
2025,4273 - JORGE SEIF,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,EMPENHADO,495000.0,02/09/2025,170860000012025NE000387
2025,4273 - JORGE SEIF,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,PAGO,495000.0,09/09/2025,170860000012025OB001997
2025,4273 - JORGE SEIF,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,LIQUIDADO,0.0,08/09/2025,170860000012025NS010519
2025,4392 - ISMAEL,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,EMPENHADO,297000.0,17/10/2025,170860000012025NE006722
2025,4392 - ISMAEL,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,PAGO,297000.0,22/10/2025,170860000012025OB006991
2025,4392 - ISMAEL,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,28 - Encargos especiais,845 - Outras transferências,LIQUIDADO,0.0,20/10/2025,170860000012025NS021511
2025,6011 - COM. DESENV REGIONAL E TURISMO,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,15 - Urbanismo,451 - infra-estrutura urbana,EMPENHADO,950418.81,31/12/2025,175004000012023NE002642
2025,9055 - GILSON MARQUES,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,PAGO,698995.92,04/12/2025,257001000012025OB070680
2025,9055 - GILSON MARQUES,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,LIQUIDADO,0.0,04/12/2025,257001000012025NS166692
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,17 - Saneamento,512 - Saneamento básico urbano,EMPENHADO,2210951.22,21/03/2024,175004000012024NE000089
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,12 - Educação,365 - Educação infantil,EMPENHADO,520873.65,01/07/2024,157241152532024NE001596
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,332686.95,12/11/2024,785344000012024NE000795
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,332686.95,25/11/2024,785344000012024OB000745
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,205422.48,23/09/2024,785344000012024OB000560
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,170431.3,17/09/2024,785344000012024NE000652
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,148368.74,12/11/2024,785344000012024NE000794
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,148368.74,25/11/2024,785344000012024OB000744
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,140900.16,31/05/2024,785344000012024OB000330
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,132668.44,12/11/2024,785344000012024NE000796
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,132668.44,25/11/2024,785344000012024OB000746
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,125102.1,06/08/2024,785344000012024NE000418
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,125102.1,09/08/2024,785344000012024OB000472
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,121990.93,10/12/2024,785344000012024NE001067
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,121990.93,20/12/2024,785344000012024OB000868
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,EMPENHADO,109552.2,13/08/2024,257001000012024NE498402
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,10 - Saúde,302 - Assistência hospitalar e ambulatorial,PAGO,109552.2,15/08/2024,257001000012024OB023941
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,108215.52,06/08/2024,785344000012024NE000417
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,108215.52,09/08/2024,785344000012024OB000471
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,91907.63,20/05/2024,785344000012024NE000259
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,76527.48,02/08/2024,785344000012024NE000414
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,76527.48,09/08/2024,785344000012024OB000470
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,69259.85,12/11/2024,785344000012024NE000793
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,69259.85,25/11/2024,785344000012024OB000757
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,53773.18,08/02/2024,785344000012024NE000034
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,53773.18,14/03/2024,785344000012024OB000168
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,49698.83,23/01/2024,785344000012024OB000016
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,48992.53,16/05/2024,785344000012024NE000239
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,47905.76,10/04/2024,785344000012024NE000134
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,32778.21,17/09/2024,785344000012024NE000651
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,30992.65,23/01/2024,785344000012024OB000017
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,26627.96,26/12/2024,120073000012024NE000260
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,26497.76,07/06/2024,120073000012024OB000952
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,12 - Educação,363 - Ensino profissional,EMPENHADO,3895.76,26/11/2024,158516264382024NE003424
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,2212.97,17/09/2024,785344000012024NE000653
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,2184.32,03/12/2024,120073000012024NE000924
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,PAGO,2184.32,19/12/2024,120073000012024OB002713
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,09 - Previdência social,271 - Previdência básica,PAGO,1403.45,22/02/2024,513181579042024OB007568
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,09 - Previdência social,271 - Previdência básica,PAGO,1403.45,14/03/2024,513181579042024OB012533
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,09 - Previdência social,271 - Previdência básica,PAGO,1353.24,06/02/2024,513181579042024OB004429
2024,0000,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN,60194990002200,Hospital,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,EMPENHADO,1292.3,10/04/2024,785344000012024NE000135
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,20 - Agricultura,122 - Administração geral,EMPENHADO,330.98,18/03/2024,130072000012024NE000073
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,141.77,09/09/2024,193125192112024OB000491
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,135.86,15/05/2024,193125192112024OB000246
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,135.86,21/06/2024,193125192112024OB000326
2024,0000,MUNICIPIO DE ITAJAI,83102277000152,Administração pública,18 - Gestão ambiental,122 - Administração geral,PAGO,135.86,26/07/2024,193125192112024OB000403
